ToI,Name,Class_flag,Class,Carbon,Additional,ctp,Phot_status,Other_Name,Comments,Vmax,Av,Distance,Mv_calc,RV,Temperature,Type,RA,Dec,Location,Abundances,Inst/Res,Folder,Spectra_Type,Bluefile,Redfile,Alt_Bluefile,Alt_Redfile,Textfile,Extra_Monfile,RA_deg,Dec_deg,Gaia_RV,gaia_rv_err,known_RV,My_RV,parallax,p_err,pm_ra,pm_ra_err,pm_dec,pm_dec_err
,MACHO-81.8394.1358,6,HdC6:,C2 5.5,H0.5 Li:,,unknown,OGLE LMC-RCB-17,,,0.301,49.97,,,,Cool,05:32:13.35,-69:55:57.67,Magellanic,,WiFeS/3000,MACHO81.8394.1358,picky,MACHO-81.8394.1358__T2m3wb-20220219.100019-0731.spectrum.p11.fits.gz,MACHO-81.8394.1358__T2m3wr-20220219.100019-0731.spectrum.p11.fits.gz,,,,,,,,,,,,,,,,
,MACHO-6.6575.13,,,,,,,OGLE LMC-RCB-10,too faint to observe last time,,0.367,49.97,,,,,05:20:48.21,-70:12:12.54,Magellanic,,,,,,,,,,,,,,,,,,,,,,
,MACHO-6.6696.60,,,,,,,"HV 942, OGLE LMC-RCB-11",,14.220,0.267,49.97,,,,Warm/Cool,05:21:47.97,-70:09:57.09,Magellanic,,unknown/2.2A per pix,MACHO6.6696.60,,,,,,6.6696-ccd.dat,,,,,,,,,,,,,
,MACHO-12.10803.56,,,,,,,OGLE LMC-RCB-22,,15.100,0.418,49.97,,,,Cool,05:46:47.74,-70:38:13.43,Magellanic,,unknown/1.4A per pix,MACHO12.10803.56,,,,,,12.10803-ccd.dat,,,,,,,,,,,,,
,MACHO-16.5641.22,,,,,,,"HV 2379, OGLE LMC-RCB-7",old spectrum in paper (patrick can maybe get it),15.290,0.301,49.97,,,,,05:14:46.20,-67:55:47.64,Magellanic,,,,,,,,,,,,,,,,,,,,,,
,MACHO-18.3325.148,,,,,,,"HV 12524, OGLE LMC-RCB-2",,14.900,0.317,49.97,,,,Cool,05:01:00.38,-69:03:43.13,Magellanic,,unknown/2.2A per pix,MACHO18.3325.148,,,,,,18.3325-ccd.dat,,,,,,,,,,,,,
,MACHO-79.5743.15,,,,,,,OGLE LMC-RCB-8,,15.300,0.234,49.97,,,,Cool,05:15:51.79,-69:10:08.64,Magellanic,,unknown/1.4A per pix,MACHO79.5743.15,,,,,,79.5743-ccd.dat,,,,,,,,,,,,,
,MACHO-80.6956.207,6,HdC6:,C2 5.5,Li:,,unknown,OGLE LMC-RCB-12,,15.950,0.534,49.97,,,,Cool,05:22:57.38,-68:58:18.89,Magellanic,,WiFeS/3000,MACHO80.6956.207,picky,MACHO-80.6956.207__T2m3wb-20220219.101857-0732.spectrum.p11.fits.gz,MACHO-80.6956.207__T2m3wr-20220219.101857-0732.spectrum.p11.fits.gz,,,,,,,,,,,,,,,,
,MACHO-80.7559.28,,,,,,,OGLE LMC-RCB-14,,15.610,0.284,49.97,,,,Cool,05:26:33.92,-69:07:33.32,Magellanic,,unknown/1.4A per pix,MACHO80.7559.28,,,,,,80.7559-ccd.dat,,,,,,,,,,,,,
,EROS2-LMC-RCB-1,,,,,,1.5 decline,OGLE LMC-RCB-6,,15.100,0.284,49.97,-4.21,,,Cool,05:14:40.22,-69:58:39.97,Magellanic,,DBS,EROS2_LMC_RCB_1,one,EROS2-LMC-RCB-1__2.3m-DBS__r+b_lmc0094n.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-RCB-2,4,HdC4,C2 5,,,max,OGLE LMC-RCB-4,plate spectrum,14.470,0.267,49.97,-4.83,,,Cool,05:10:28.53,-69:47:04.50,Magellanic,,DBS,EROS2_LMC_RCB_2,one,EROS2-LMC-RCB-2__2.3m-DBS__r+b_lmc0105m.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-RCB-3,4,HdC4:,C2 5,Li: Sr,,0.4 decline,OGLE LMC-RCB-1,plate spectrum,14.280,0.351,49.97,-5.06,,,Cool,04:59:35.83,-68:24:44.81,Magellanic,,DBS,EROS2_LMC_RCB_3,one,EROS2-LMC-RCB-3__2.3m-DBS__tr+b_lmc0174k.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-RCB-4,,,,,,1.1 decline,OGLE LMC-RCB-19,,15.120,0.267,49.97,-3.74,,,Cool,05:39:36.98,-71:55:46.79,Magellanic,,DBS,EROS2_LMC_RCB_4,one,EROS2-LMC-RCB-4__2.3m-DBS__PW-tr+b_eros2-lmc-rcb4.fits,,EROS2-LMC-RCB-4__2.3m-DBS__tr+b_lmc0720k.fits,,,,,,,,,,,,,,,
,EROS2-LMC-RCB-5,5,HdC5,C2 5.5,,,max,OGLE LMC-RCB-23,plate spectrum,14.400,0.434,49.97,-4.38,,,Cool,06:04:05.48,-72:51:22.78,Magellanic,,DBS,EROS2_LMC_RCB_5,one,EROS2-LMC-RCB-5__2.3m-DBS__tr+b_lmc0745l.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-RCB-6,,,,,,full decline,2MASS J06121050-7405100,need higher S/N spectrum,,0.468,49.97,,,,Cool,06:12:10.51,-74:05:09.94,Magellanic,,WiFeS/3000,EROS2_LMC_RCB_6,normal,EROS2-LMC-RCB-6_125_Blue.fits,EROS2-LMC-RCB-6_125_Red.fits,,,,,,,,,,,,,,,,
,ASAS J050232-7218.9,4,HdC4,C2 5,Li:,,max,SP77 33-7,,14.400,0.317,49.97,,,,,05:02:32.26,-72:18:53.56,Magellanic,,WiFeS/3000,ASASJ050232-7218.9,picky,ASASJ050232-7218.9__T2m3wb-20220218.172159-0644.spectrum.p11.fits.gz,ASASJ050232-7218.9__T2m3wr-20220218.172159-0644.spectrum.p11.fits.gz,,,,,,,,,,,,,,,,
,EROS2-SMC-RCB-1,,,,,,0.9 decline,2MASS J00374710-7339022,,,0.1,62.44,,,,Cool,00:37:47.10,-73:39:02.40,Magellanic,,DBS,EROS2_SMC_RCB_1,one,EROS2-SMC-RCB-1__2.3m-DBS__PW-r+b_eros2-smc-rcb-1.fits,,,,,,,,,,,,,,,,,
,EROS2-SMC-RCB-2,,,,,,0.6 decline,RAW 476,,14.800,0.1,62.44,-4.48,,,Cool,00:48:22.95,-73:41:04.65,Magellanic,,WiFeS/3000,EROS2_SMC_RCB_2,normal,EROS2-SMC-RCB-2__WISE_12.0956406_-73.6846163_238_Blue.fits,EROS2-SMC-RCB-2__WISE_12.0956406_-73.6846163_238_Red.fits,,,,,,,,,,,,,,,,
,EROS2-SMC-RCB-3,,,,,,full decline,"MSX-SMC-155, MACHO 207.16426.1662",,,0.2,62.44,,,,Cool,00:57:18.15,-72:42:35.20,Magellanic,,DBS,EROS2_SMC_RCB_3,one,EROS2-SMC-RCB-3__2.3m-DBS__r+b_smc0067m.fits,,,,,,,,,,,,,,,,,
,MSX-SMC-014,,,,,,unknown,WISE J004616.30-741113.5,,,0.1,62.44,,,,Cool,00:46:16.33,-74:11:13.60,Magellanic,,AAT,MSX_SMC_014,AAT,MSX-SMC-014__AAT-DevikaKamath__J004616.25-741113.5rcbSMC2.fits,,,,,,,,,,,,,,,,,
5003,J005010.67-694357.7,2,HdC2,C2 2,,ctp,max,[MH95]_580,,14.450,0.05,62.44,-4.59,,,Warm/Cool,00:50:10.67,-69:43:57.7,Magellanic,,WiFeS/3000,WISE_12.5444715_-69.7327009,normal,WISE_12.5444715_-69.7327009_3036_Blue.fits,WISE_12.5444715_-69.7327009_3036_Red.fits,WISE_12.5444715_-69.7327009_1053_Blue.fits,WISE_12.5444715_-69.7327009_1053_Red.fits,,,12.5444715,-69.7327009,,,,,,,,,,
5004,J005113.58-731036.3,8,HdC8:,C2 5.5,,,unknown,RAW_658,,,0.2,62.44,,,,Cool,00:51:13.58,-73:10:36.3,Magellanic,,WiFeS/3000,WISE_12.8066122_-73.1767533,normal,OGLESAGE-Eye-26_034_Blue.fits,OGLESAGE-Eye-26_034_Red.fits,,,,,12.8066122,-73.1767533,,,,,,,,,,
5039,MSX-LMC-1795,,,,,,full decline,"OGLE-LMC-RCB-21, MSX_LMC_1795",,,0.718,49.97,,,,Cool,05:42:21.90,-69:02:59.1,Magellanic,,,WISE_85.5913303_-69.0498150,normal,OGLESAGE-19_019_Blue.fits,OGLESAGE-19_019_Red.fits,,,,,85.5913303,-69.049815,,,,,,,,,,
5042,J055643.56-715510.7,3,HdC3,C2 4,,,max,HV 12862,,14.400,0.334,49.97,-4.31,,,Warm/Cool,05:56:43.56,-71:55:10.7,Magellanic,,WiFeS/3000,WISE_89.1815203_-71.9196475,normal,WISE-Magellanic-5_8076_Blue.fits,WISE-Magellanic-5_8076_Red.fits,,,,,89.1815203,-71.9196475,,,,,,,,,,
6005,J053745.70-635330.8,,,,,,,IRAS_05374-6355,,,0.184,49.97,,,,Hot,05:37:45.70,-63:53:30.8,Magellanic,,WiFeS/3000,WISE_84.4404493_-63.8919098,normal,WISE-Magellanic-1_8078_Blue.fits,WISE-Magellanic-1_8078_Red.fits,,,,,84.4404493,-63.8919098,,,,,,,,,,
,J170552.81-163416.5,,,,,,,,,,,,,,,,17:05:53,-16:34:17,Galactic,,,,,,,,,,,,,,,,,,,,,,
,J173737.07-072828.1,8,HdC8:,-,H0.5,,decline,,,,2.788,7.426,,,,,17:37:37,-07:28:28,Galactic,,WiFeS/3000,WISE-ToI-1225,picky,WISE-ToI-1225__T2m3wb-20220218.184056-0647.spectrum.p11.fits.gz,WISE-ToI-1225__T2m3wr-20220218.184056-0647.spectrum.p11.fits.gz,,,,,,,,,,,,,,,,
,J185726.40+134909.4,,,,,,,,,,,,,,,,18:57:26,13:49:09,Galactic,,,,,,,,,,,,,,,,,,,,,,
,J181836.38-181732.8,4,HdC4:,C2 5,H0.5,,decline,,,,8.85,,,,,,18:18:36,-18:17:33,Galactic,,WiFeS/3000,WISE-ToI-222,picky,WISE-ToI-222__T2m3wb-20220316.183311-0157.spectrum.p11.fits,WISE-ToI-222__T2m3wr-20220316.183311-0157.spectrum.cleaner.p11.fits,,,,,,,,,,,,,,,,
,J190813.12+042154.1,,,,,,,,,,,4.551,,,,,19:08:13,04:21:54,Galactic,,,,,,,,,,,,,,,,,,,,,,
,J192348.98+161433.7,,,,,,,,,,,,,,,,19:23:49,16:14:34,Galactic,,,,,,,,,,,,,,,,,,,,,,
,J004822.34+741757.4,,,,,,,,,,,,,,,,00:48:22,74:17:57,Galactic,,,,,,,,,,,,,,,,,,,,,,
,J005128.08+645651.7,,EHe,,,,max,,,,3.46,6.466,,,,,00:51:28,64:56:52,Galactic,,TNG,J005128.08+645651.7,pickyone,WISE-ToI-8_TNG-Nov2020_21T02-26-06_LRR.fits,,,,,,,,,,,,,,,,,
,KDM 5651,4,HdC4,C2 5,,,max,"KDM 5651, dLS114, OGLE-LMC-RCB-20",,15.200,0.367,19.97,-2.64,,,Cool,05:41:23.50,-70:58:01.8,Magellanic,,WiFeS/3000,KDM_5651,picky,KDM5651__T2m3wb-20220212.105326-0046.spectrum.p11.fits,KDM5651__T2m3wr-20220212.105326-0046.spectrum.p11.fits,,,,,85.347875,-70.9671667,,,,,,,,,,
,A166,,,,Ba H Li:,,dLHdC,,,,0.22,,,,,Warm/Cool,13:03:13.562,-19:09:22.679,Galactic,,WiFeS/3000,HdCcand-A166,picky,HdCcand-A166__T2m3wb-20220314.153809-0023.spectrum.p11.fits,HdCcand-A166__T2m3wr-20220314.153809-0023.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A182,2,HdC2,C2 3,H0.5,,dLHdC,C_2277,,,0.771,,,,,Warm/Cool,15:47:39.0,-44:35:13.82,Galactic,,WiFeS/3000,C_2277,picky,T2m3wb-20210409.174540-0051.spectrum.fits,T2m3wr-20210409.174540-0051.spectrum.fits,,,,,,,,,,,,,,,,
,A183,3,HdC3,C2 3,H1.5 Li:,,dLHdC,,,,1.656,,,,,Warm/Cool,15:50:33.036,-39:44:11.288,Galactic,,WiFeS/3000,HdCcand-A183,picky,T2m3wb-20210520.115903-0065.spectrum.p11.fits,T2m3wr-20210520.115903-0065.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A223,3,HdC3,C2 3,H0.5,,dLHdC,C_2679,,,1.6,,,,,Cool,18:56:35.4,-16:09:12,Galactic,,WiFeS/3000,C_2679,picky,T2m3wb-20210414.193106-0042.spectrum.fits,T2m3wr-20210414.193106-0042.spectrum.fits,,,,,,,,,,,,,,,,
,A226,2,HdC2,C2 3,H0.5,,dLHdC,,,,0.48,,,,,Warm/Cool,19:02:26.534,-22:28:45.122,Galactic,,WiFeS/3000,HdCcand-A226,picky,T2m3wb-20210520.193545-0094.spectrum.p11.fits,T2m3wr-20210520.193545-0094.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A249,1,HdC1,C2 3,Sr H1,,dLHdC,CD-51_12650,,,0.078,,,,,Warm/Cool,20:39:33.9,-51:23:01,Galactic,,WiFeS/3000,CD-51_12650,picky,T2m3wb-20210414.194926-0045.spectrum.fits,T2m3wr-20210414.194926-0045.spectrum.fits,,,,,,,,,,,,,,,,
,A770,4,HdC4,C2 5,H0.5 Li:,,dLHdC,,,,1.693,,,,,Cool,17:02:44.56,-33:35:15.493,Galactic,,WiFeS/3000,HdCcand-A770,picky,HdCcand-A770__T2m3wb-20210924.090111-0024.spectrum.p11.fits,HdCcand-A770__T2m3wr-20210924.090111-0024.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A811,3,HdC3,C2 3.5,H1.5 Li:,,dLHdC,,,,2.19,,,,,Cool,18:54:17.254,-11:50:23.162,Galactic,,WiFeS/3000,HdCcand-A811,picky,T2m3wb-20210825.145552-0066.spectrum.p11.fits,T2m3wr-20210825.145552-0066.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A814,4,HdC4,C2 4,H0.5 Li: CN-,,dLHdC,,,,3.05,,,,,Cool,18:59:28.337,11:49:33.843,Galactic,,WiFeS/3000,HdCcand-A814,picky,HdCcand-A814__T2m3wb-20210926.095000-0054.spectrum.p11.fits,HdCcand-A814__T2m3wr-20210926.095000-0054.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A977,4,HdC4,C2 4.5,Li:,,dLHdC,,,,3.68,,,,,Cool,17:42:42.290,-24:18:05.78,Galactic,,WiFeS/3000,HdCcand-A977,picky,HdCcand-A977__T2m3wb-20211018.100442-0027.spectrum.p11.fits,HdCcand-A977__T2m3wr-20211018.100442-0027.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A980,0,HdC0,C2 0.5,H1 Li:,,dLHdC,,,,0.927,,,,,Warm,18:11:35.616,01:54:32.586,Galactic,,WiFeS/3000,HdCcand-A980,picky,HdCcand-A980__T2m3wb-20211018.102049-0029.spectrum.p11.fits,HdCcand-A980__T2m3wr-20211018.102049-0029.spectrum.p11.fits,,,,,,,,,,,,,,,,
,B42,4,HdC4,C2 4.5,H0.5,,dLHdC,SOPS_II_e-12,,,1.157,,,,,Cool,18:13:40.5,-31:29:53,Galactic,,WiFeS/3000,SOPS_II_e-12,picky,T2m3wb-20210411.153916-0051.spectrum.fits,T2m3wr-20210411.153916-0051.spectrum.fits,,,,,,,,,,,,,,,,
,B563,3,HdC3,C2 4.5,H0.5 Li:,,dLHdC,,,,2.94,,,,,Cool,17:19:29.026,-24:28:33.883,Galactic,,WiFeS/3000,HdCcand-B563,picky,HdCcand-B563__T2m3wb-20210924.093219-0027.spectrum.p11.fits,HdCcand-B563__T2m3wr-20210924.093219-0027.spectrum.p11.fits,,,,,,,,,,,,,,,,
,B564,0,HdC0,C2 0.5,H0.5 Li:,,dLHdC,,,,1.86,,,,,Warm,17:34:26.192,-41:05:22.167,Galactic,,WiFeS/3000,HdCcand-B564,picky,T2m3wb-20210911.103238-0047.spectrum.p11.fits,T2m3wr-20210911.103238-0047.spectrum.p11.fits,,,,,,,,,,,,,,,,
,B565,2,HdC2,C2 3.5,H1 Li:,ctp,dLHdC,,,,2.23,,,,,Warm/Cool,17:40:48.480,-20:32:20.151,Galactic,,WiFeS/3000,HdCcand-B565,picky,T2m3wb-20210910.113213-0043.spectrum.p11.fits,T2m3wr-20210910.113213-0043.spectrum.p11.fits,,,,,,,,,,,,,,,,
,B566,2,HdC2,C2 3,H0.5,,dLHdC,,,,2.19,,,,,Cool,17:42:23.744,-21:32:00.735,Galactic,,WiFeS/3000,HdCcand-B566,picky,T2m3wb-20210911.110551-0050.spectrum.p11.fits,T2m3wr-20210911.110551-0050.spectrum.p11.fits,,,,,,,,,,,,,,,,
,B567,1,HdC1,C2 0.5,bl,ctp,dLHdC,,,,2.86,,,,,Warm,17:43:05.645,-22:24:57.424,Galactic,,WiFeS/3000,HdCcand-B567,picky,T2m3wb-20210910.115701-0045.spectrum.p11.fits,T2m3wr-20210910.115701-0045.spectrum.p11.fits,,,,,,,,,,,,,,,,
,C105,2,HdC2,C2 3,,,max,,RCB - dust shell,,0.74,,,,,Cool,19:39:35.48,34:34:47.19,Galactic,,WiFeS/3000,HdCcand-C105,picky,HdCcand-C105__T2m3wb-20210629.151646-0733.spectrum.p11.fits,HdCcand-C105__T2m3wr-20210629.151646-0733.spectrum.p11.fits,,,,,,,,,,,,,,,,
,C17,2,HdC2,C2 3,H1.5 Li:,,dLHdC,,,,1.15,,,,,Warm/Cool,17:05:40.13,-26:16:56.66,Galactic,,WiFeS/3000,HdCcand-C17,picky,T2m3wb-20210531-0266_c.fits,T2m3wr-20210531-0266_c.fits,,,,,,,,,,,,,,,,
,C20,3,HdC3,C2 3.5,H1.5 Li:,,dLHdC,,,,0.389,,,,,Warm/Cool,20:19:42.79,05:04:04.04,Galactic,,WiFeS/3000,HdCcand-C20,picky,T2m3wb-20210622.171829-0102.spectrum.p11.fits,T2m3wr-20210622.171829-0102.spectrum.p11.fits,,,,,,,,,,,,,,,,
,C27,3,HdC3,C2 4,,,dLHdC,,,,0.624,,,,,Cool,18:01:32.19,-38:56:32.30,Galactic,,WiFeS/3000,HdCcand-C27,picky,T2m3wb-20210531-0268_c.fits,T2m3wr-20210531-0268_c.fits,,,,,,,,,,,,,,,,
,C38,3,HdC3,C2 3,H0.5 Li:,,dLHdC,,,,1.41,,,,,Warm/Cool,18:11:43.32,-28:14:21.31,Galactic,,WiFeS/3000,HdCcand-C38,picky,T2m3wb-20210621.115041-0302.spectrum.p11.fits,T2m3wr-20210621.115041-0302.spectrum.p11.fits,,,,,,,,,,,,,,,,
,C526,1,HdC1,C2 0.5,H1,,dLHdC,,,,1.669,,,,,Warm,13:56:40.205,-57:40:01.275,Galactic,,WiFeS/3000,HdCcand-C526,picky,T2m3wb-20210825.091656-0035.spectrum.p11.fits,T2m3wr-20210825.091656-0035.spectrum.p11.fits,,,,,,,,,,,,,,,,
,C528,3,HdC3,C2 0.5,H2 Li:,,dLHdC,,,,1.792,,,,,Warm,17:00:47.615,-33:30:55.805,Galactic,,WiFeS/3000,HdCcand-C528,picky,T2m3wb-20210910.105220-0040.spectrum.p11.fits,T2m3wr-20210910.105220-0040.spectrum.p11.fits,,,,,,,,,,,,,,,,
,C539,3,HdC3,C2 3,Sr Ba,,dLHdC,,,,2.97,,,,,Warm/Cool,18:44:41.49,-14:15:02.21,Galactic,,WiFeS/3000,HdCcand-C539,picky,HdCcand-C539__T2m3wb-20210924.113405-0038.spectrum.p11.fits,HdCcand-C539__T2m3wr-20210924.113405-0038.spectrum.p11.fits,,,,,,,,,,,,,,,,
,C542,3,HdC3,C2 2.5,H1.5 Li:,ctp,dLHdC,,,,2.57,,,,,Warm/Cool,18:57:19.947,10:59:21.613,Galactic,,WiFeS/3000,HdCcand-C542,picky,HdCcand-C542__T2m3wb-20210926.093951-0053.spectrum.p11.fits,HdCcand-C542__T2m3wr-20210926.093950-0053.spectrum.p11.fits,,,,,,,,,,,,,,,,
,F152,1,HdC1,C2 1,H2e Li: bl,,dLHdC,,,,0.447,,,,,Warm,05:15:28.989,-66:48:37.42,Galactic,,WiFeS/3000,HdCcand-F152,picky,T2m3wb-20210825.180423-0080.spectrum.p11.fits,T2m3wr-20210825.180423-0080.spectrum.p11.fits,,,,,,,,,,,,,,,,
,F75,1,HdC1,C2 0.5,H0.5 Li:,,dLHdC,,,,0.545,,,,,Warm,19:44:40.59,-34:54:42.33,Galactic,,WiFeS/3000,HdCcand-F75,picky,T2m3wb-20210621.114458-0301.spectrum.p11.fits,T2m3wr-20210621.114458-0301.spectrum.p11.fits,,,,,,,,,,,,,,,,
,dLS17,3,HdC3,C2 4.5,Li:,,dLHdC,,,,0.785,,,,,,04:54:21.69,-66:34:48.2,Magellanic,,WiFeS/3000,dLS17,picky,dLS17__T2m3wb-20220212.102826-0045.spectrum.p11.fits.gz,dLS17__T2m3wr-20220212.102826-0045.spectrum.p11.fits.gz,,,,,,,,,,,,,,,,
,M37,3,HdC3,C2 0.5,H1 CN+,ctp,dLHdC,,,,4.637,,,,,,14:23:41.1,-57:31:12.9,Galactic,,WiFeS/3000,HdCcand-M37,picky,HdCCand-M37__T2m3wb-20220213.181611-0152.spectrum.p11.fits,HdCCand-M37__T2m3wr-20220213.181611-0152.spectrum.p11.fits,,,,,,,,,,,,,,,,
,M38,4,HdC4,C2 4,H0.5,,dLHdC,,,,4.656,,,,,,14:29:55.0,-57:27:55.7,Galactic,,WiFeS/3000,HdCcand-M38,picky,HdCCand-M38__T2m3wb-20220213.175815-0151.spectrum.p11.fits,HdCCand-M38__T2m3wr-20220213.175815-0151.spectrum.p11.fits,,,,,,,,,,,,,,,,
,P12,3,HdC3,C2 3.5,H0.5,ctp,dLHdC,,,,4.167,,,,,,16:32:47.0,-43:49:13,Galactic,,WiFeS/3000,HdCcand-P12,picky,HdCCand-P12__T2m3wb-20220215.183314-0358.spectrum.p11.fits,HdCCand-P12__T2m3wr-20220215.183314-0358.spectrum.p11.fits,,,,,,,,,,,,,,,,
,KDM-4130,6,HdC6,C2 5.5,Li:,,dLHdC,,,,0.175,,,,,,05:27:23.1,-64:22:39.243,Magellanic,,WiFeS/3000,WISE-ToI-5031,picky,WISE-ToI-5031__T2m3wb-20220331.095735-0044.spectrum.p11.fits,WISE-ToI-5031__T2m3wr-20220331.095735-0044.spectrum.p11.fits,,,,,,,,,,,,,,,,
,WISE-ToI-150,,,,,,,,,,,,,,,,17:07:37.9,-43:10:35,,,WiFeS/3000,WISE-ToI-150,,,WISE-ToI-150__T2m3wr-20220216.180943-0429.spectrum.p11.fits,,,,,,,,,,,,,,,,
,DY Per,,,,,,,,,,1.15,,,,,,02:35:17.13,56:08:44.72,Galactic,,TNG,DYPer,pickyone,DYPer_TNG-Nov2020_24T02-02-00_LRR.fits,,,,,,,,,,,,,,,,,
,ASAS-DYPer-1,,,,,,,,,,0.5,,,,,,09:18:01.60,-54:02:27.42,,,WiFeS/3000,ASAS-DYPer-1,AB,ASAS-DYPer-1_196_Blue-A.fits,ASAS-DYPer-1_196_Red-A.fits,ASAS-DYPer-1_196_Blue-B.fits,ASAS-DYPer-1_196_Red-B.fits,,,,,,,,,,,,,,
,ASAS-DYPer-2,,,,,,,,,,0.879,,,,,,12:26:57.96,-68:24:15.08,,,WiFeS/3000,ASAS-DYPer-2,picky,ASAS-DYPer-2_058_Blue.fits,ASAS-DYPer-2_058_Red.fits,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-1,,,,,,,,,,0.208,,,,,,04:56:28.47,-69:39:12.57,,,DBS,EROS2-LMC-DYPer-1,one,EROS2-LMC-DYPer-1__r+b_lmc0112l.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-2,,,,,,,,,,0.185,,,,,,06:18:46.59,-67:00:59.59,,,DBS,EROS2-LMC-DYPer-2,one,EROS2-LMC-DYPer-2__tr+b_lmc0405m.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-3,,,,,,,,,,0.238,,,,,,05:44:04.05,-65:46:00.84,,,DBS,EROS2-LMC-DYPer-3,one,EROS2-LMC-DYPer-3__tr+b_lmc0485n.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-4,,,,,,,,,,0.165,,,,,,05:25:54.95,-69:43:54.03,,,DBS,EROS2-LMC-DYPer-4,one,EROS2-LMC-DYPer-4__tr+b_lmc0013n.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-5,,,,,,,,,,0.321,,,,,,05:50:15.47,-71:57:39.66,,,DBS,EROS2-LMC-DYPer-5,one,EROS2-LMC-DYPer-5__tr+b_lmc0730k.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-6,,,,,,,,,,0.235,,,,,,05:29:27.19,-69:22:32.61,,,DBS,EROS2-LMC-DYPer-6,one,EROS2-LMC-DYPer-6__r+b_lm0020n_28519.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-7,,,,,,,,,,0.203,,,,,,05:19:48.13,-65:58:22.55,,,DBS,EROS2-LMC-DYPer-7,one,EROS2-LMC-DYPer-7__tr+b_lmc0456m.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-8,,,,,,,,,,0.609,,,,,,05:39:00.21,-70:58:01.25,,,DBS,EROS2-LMC-DYPer-8,one,EROS2-LMC-DYPer-8__tr+b_lmc0593k.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-9,,,,,,,,,,0.421,,,,,,04:52:58.35,-69:10:27.42,,,DBS,EROS2-LMC-DYPer-9,one,EROS2-LMC-DYPer-9__tr+b_lmc0121k.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-10,,,,,,,,,,0.165,,,,,,06:05:35.32,-68:54:54.05,,,DBS,EROS2-LMC-DYPer-10,one,EROS2-LMC-DYPer-10__tr+b_lmc0257n.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-11,,,,,,,,,,0.14,,,,,,05:29:22.61,-70:19:35.65,,,DBS,EROS2-LMC-DYPer-11,one,EROS2-LMC-DYPer-11__tr+b_lm0026n-10671.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-12,,,,,,,,,,0.165,,,,,,05:59:26.21,-67:00:22.64,,,DBS,EROS2-LMC-DYPer-12,one,EROS2-LMC-DYPer-12__tr+b_lm0335m-9403.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-13,,,,,,,,,,0.198,,,,,,05:20:22.92,-69:04:43.11,,,DBS,EROS2-LMC-DYPer-13,one,EROS2-LMC-DYPer-13__r+b_lm0010k_3834.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-14,,,,,,,,,,0.306,,,,,,05:27:32.33,-69:05:35.48,,,DBS,EROS2-LMC-DYPer-14,one,EROS2-LMC-DYPer-14__r+b_lm0020k_5163.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-15,,,,,,,,,,0.248,,,,,,05:30:43.25,-69:38:51.84,,,DBS,EROS2-LMC-DYPer-15,one,EROS2-LMC-DYPer-15__r+b_lm0022n_15676.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-16,,,,,,,,,,0.383,,,,,,05:35:15.49,-69:57:43.84,,,DBS,EROS2-LMC-DYPer-16,one,EROS2-LMC-DYPer-16__r+b_lm0034l_8100.fits,,,,,,,,,,,,,,,,,
,EROS2-LMC-DYPer-17,,,,,,,,,,0.185,,,,,,05:35:24.08,-66:24:15.17,,,DBS,EROS2-LMC-DYPer-17,one,EROS2-LMC-DYPer-17__r+b_lm0341m_22605.fits,,,,,,,,,,,,,,,,,
,EROS2-CG-RCB-2,,,,,,,,,,6.91,,,,,,17:52:48.72,-28:45:19.1,,,DBS,EROS2-CG-RCB-2,one,EROS2-RCB-CG-2__fnttwfsccd00016.0001.fits,,,,,,,,,,,,,,,,,
